,ID,Fuzzy Full Name,age,state
1622,4958,peta edson,30,wa
1623,1778,rosie dieckmann,42,nsw
1624,1004,john priest,82,wa
1625,2657,james portlock,91,nsw
1626,2027,oliver bissett,122,vic
1627,3767,danielle clarke,43,nsw
1628,1943,imogen coffey,99,nsw
1629,2180,max white,113,qld
1630,3299,emiily green,70,qld
1631,2669,emiily roff,64,qld
1632,1007,breana thorpe,58,qld
1633,1772,david candida,51,other
1634,3051,caitlin papanotis,52,wa
1635,834,ryan,63,other
1636,2804,gilbertson,122,qld
1637,2661,riley mort,37,nsw
1638,2708,alana mcgregor,40,nsw
1639,1208,kars,36,vic
1640,431,jack wastell,121,nsw
1641,373,yasmin reid,71,nsw
1642,4588,deakin nguyen,118,other
1643,2441,sophie furze,113,qld
1644,4312,imogen alderson,120,nsw
1645,3905,jessica mccarthy,47,qld
1646,4652,michaela mcandrew,107,vic
1647,116,annika mason,38,sa
1648,4040,adam carbone,42,qld
1649,4244,mitchell haeusler,96,vic
1650,1718,christopher gazzola,61,qld
1651,459,joshua arbalis,101,vic
1652,3039,bodhi procter,76,vic
1653,3101,jacqueline fehrmann,59,wa
1654,471,lucas mcgregor,75,nsw
1655,930,noah cadman,110,qld
1656,4170,noah rawlings,76,nsw
1657,2245,chelsie goldsworthy,74,nsw
1658,329,robert wilczek,61,nsw
1659,3282,indiana clarke,79,qld
1660,3137,ridley dumbrell,37,qld
1661,2226,oscar bitmead,57,qld
1662,4089,jasmine blake,71,vic
1663,3200,jenna ryan,91,vic
1664,3080,bridget rippingille,104,vic
1665,3697,mystique agius,52,vic
1666,1259,talia allard,118,qld
1667,42,sarah pringle,76,qld
1668,987,lodge,122,nsw
1669,700,noah menzies,85,nsw
1670,2597,fergus ryan,122,nsw
1671,3425,ashleigh matthews,110,vic
1672,4196,luke cowle,108,qld
1673,3824,kayla stanley,76,other
1674,3229,lily absenger,115,qld
1675,433,cameron cioffi,38,qld
1676,1629,karla talapaneni,57,vic
1677,641,alisha reid,29,nsw
1678,1865,hayley blake,85,qld
1679,2590,madeleine birthisel,28,vic
1680,2935,thomas nickolai,85,other
1681,793,lachlan hukowskyj,42,nsw
1682,4084,ethan beckwith,26,qld
1683,1300,joshua corbin,52,nsw
1684,1596,alexander green,117,nsw
1685,4387,holly neumann,90,qld
1686,1494,harriet jean,64,nsw
1687,2081,daniel morrison,63,nsw
1688,2655,kelsey ovens,35,other
1689,1992,daniel george,66,nsw
1690,1916,ruby purdon,122,qld
1691,1221,kailey herbert,86,vic
1692,2277,noah white,76,other
1693,315,erin kunoth,90,vic
1694,2536,kayden nguyen,30,nsw
1695,2339,jarod clarke,109,vic
1696,4957,dayna tapper,103,vic
1697,3744,jake jongewaard,104,other
1698,3478,brydon golder,59,vic
1699,4372,lachlan mcgregor,110,nsw
1700,1040,keely coulson,31,sa
1701,4778,hannah browne,106,vic
1702,3760,keaton stanley,49,qld
1703,4715,caitlyn clarke,54,sa
1704,582,benjamin ayres,109,qld
1705,3775,madison cother,104,wa
1706,1612,annabelle webb,92,other
1707,505,meg sedunary,79,vic
1708,3513,sienna adhikari,87,wa
1709,2762,chloe white,106,nsw
1710,2563,olivia moody,62,nsw
1711,4730,isabella campbell,72,vic
1712,4215,warrick golder,56,sa
1713,2893,matthew mason,96,nsw
1714,3743,lachlan kluske,100,nsw
1715,4268,riley campbell,115,qld
1716,665,daniel siew,90,wa
1717,1009,clarke,57,vic
1718,3483,darcy bullock,58,nsw
1719,1228,liam maclennan,83,vic
1720,4535,hugh rook,101,qld
1721,4823,ethan rawlings,67,nsw
1722,1277,madison hope,84,nsw
1723,2772,william george,99,sa
1724,2375,taliah armanini,103,vic
1725,4027,kayla twigg-patterson,95,nsw
1726,2308,sophie white,76,vic
1727,2801,mitchell ryan,66,nsw
1728,2248,brydon fogg,98,other
1729,1601,isabella reid,114,nsw
1730,2576,thomas ryan,97,vic
1731,2110,harrison mason,76,wa
1732,3318,leah eisele,76,nsw
1733,938,aidan bradshaw,86,qld
1734,2143,benjamin royans,114,vic
1735,4632,ewan stephenson,76,nsw
1736,4411,montanna dicks,67,qld
1737,1143,james rankine,121,sa
1738,997,madeline whithear,115,vic
1739,3960,nellie webb,101,vic
1740,2192,ellie fearnall,76,wa
1741,4331,joe kamp,31,vic
1742,1160,lily hage,69,vic
1743,3653,samantha glass,76,wa
1744,4156,andrew gaskin,122,nsw
1745,1968,john coxon,76,qld
1746,2428,benjamin blake,97,wa
1747,769,deakin dooley,113,qld
1748,2507,brooke burnell,94,qld
1749,3110,michael morden,115,qld
1750,4633,cassandra eng,67,vic
1751,1728,daniel rafanelli,79,nsw
1752,376,phoebe whisson,76,nsw
1753,3208,alexander kerslake,112,wa
1754,2730,white,98,nsw
1755,3540,jordyn bishop,76,wa
1756,4920,roisin millar,75,sa
1757,2904,lily matthews,28,vic
1758,942,ashleigh matthews,113,vic
1759,295,ash munyarryun,82,nsw
1760,3199,madison maynard,91,vic
1761,3314,jaden brammy,62,other
1762,2003,mitchell webb,44,nsw
1763,1623,saara jervis,107,wa
1764,4540,hugo dichiera,73,qld
1765,4346,brodee millar,26,qld
1766,1484,holly koteschel,103,wa
1767,2464,alexander preston-stanley,108,qld
1768,2810,rachel ryan,75,sa
1769,1575,alessia harrington,68,nsw
1770,4769,jed salt,70,nsw
1771,2859,simon whiteley,123,vic
1772,1412,anthea nguyen,96,qld
1773,2913,bertie faraday,40,qld
1774,2906,nicholas wheatley,56,qld
1775,2870,jaimee bowerman,73,nsw
1776,2097,brianna white,38,nsw
1777,3018,amber schmelter,50,other
1778,1650,mitchell wilkins,95,nsw
1779,4785,imogen miles,117,sa
1780,4183,layla stening,39,other
1781,1183,matthew green,59,nsw
1782,1001,michael sroczek,113,wa
1783,1678,isobel campbell,77,vic
1784,1433,solomon boecke,92,qld
1785,890,benjamin matthews,52,sa
1786,3059,william webb,111,qld
1787,1019,charlotte klemm,122,nsw
1788,2057,jye dibben,95,sa
1789,1702,michael drechsler,95,qld
1790,1236,charles hassall,59,nsw
1791,1439,barnaby moody,109,other
1792,143,cameron paterson,68,qld
1793,4521,eliza liddy,78,other
1794,1250,luke gazzola,65,nsw
1795,4120,casey flatman,76,vic
1796,1388,natassia horsley,52,vic
1797,2463,courtney sennar,76,other
1798,2454,portia george,57,wa
1799,4912,caresse milburn,86,qld
1800,1450,polly perin,76,vic
1801,3247,jordan lahz,48,other
1802,4057,liam rollins,55,other
1803,3360,matisse fawkner,25,qld
1804,200,gianni carrabba,50,vic
1805,1333,paris coulson,75,wa
1806,3538,benjamin everett,49,nsw
1807,1904,amelia cochrane,102,other
1808,2059,isabella orme,77,nsw
1809,2839,connor moscarda,123,nsw
1810,1512,braiden chandler,76,nsw
1811,823,anna reid,28,vic
1812,1750,ethan paine,105,vic
1813,1437,michael sideris,73,other
1814,2724,lauren dent,40,vic
1815,2019,mya ongley,30,wa
1816,4222,luke wardle,74,wa
1817,133,jackson koklas,39,wa
1818,33,ryan clarke,30,nsw
1819,4648,charlie reid,109,other
1820,2421,zachary drysdale,123,qld
1821,1892,hayden beattie,71,qld
1822,2087,jarrod manson,108,qld
1823,4139,charlotte maynard,40,nsw
1824,4033,andrew iovino,68,nsw
1825,1330,cain dietrich,69,other
1826,4313,lauren mcveigh,98,other
1827,1645,christian drechsler,66,sa
1828,3142,oakleigh hoang,56,other
1829,3041,hari dominey,118,qld
1830,1096,olivia druitt,29,vic
1831,4257,jasper trowse,27,qld
1832,1731,tayah yeatmin,28,wa
1833,725,john doe,124,qld
1834,2321,brody berry,62,vic
1835,2485,madeline zbierski,44,nsw
1836,2414,noah cronshaw,55,nsw
1837,1654,eliza campbell,38,other
1838,3072,heather paulsen,40,qld
1839,2215,lachlan markowski,67,nsw
1840,389,william mccarthy,123,other
1841,4559,ryan white,48,sa
1842,4946,samuel lvarga,60,vic
1843,2733,patrick green,109,nsw
1844,4417,sebastian demarco,119,other
1845,1066,sarah campbell,83,qld
1846,4739,jory chandler,86,nsw
1847,4157,william demarco,107,nsw
1848,3126,jasmine mcfadden,48,sa
1849,1394,caleb miotto,63,sa
1850,4185,jenna grosser,122,nsw
1851,3407,catherine campbell,51,nsw
1852,827,michael heidrich,76,nsw
1853,4021,nicole clarke,102,qld
1854,3621,lachlan abdullah,76,vic
1855,750,kiarnee rees,48,vic
1856,1159,rhys mason,124,wa
1857,557,ruby braddy,80,wa
1858,3566,michael ryan,111,qld
1859,3896,lodge,55,nsw
1860,2600,oscar vrlic,54,vic
1861,3433,charlotte meadows,121,qld
1862,1047,alexandra zolyniak,82,qld
1863,2594,ellie green,116,sa
1864,2317,lydia heiland,111,nsw
1865,3791,jacob callahan,102,wa
1866,648,matthew adair,121,sa
1867,1358,connor bishop,98,vic
1868,2833,jed kempton,25,wa
1869,1342,seth salt,71,sa
1870,3055,gabrielle butt,41,vic
1871,783,joe clarke,60,sa
1872,1262,emmerson maziakowski,84,qld
1873,1448,teal donaldson,35,nsw
1874,331,harrison whaipe,107,qld
1875,487,jaggah estanillo,89,nsw
1876,1619,jesse herbert,26,qld
1877,3593,marleigh sideris,99,sa
1878,660,evan wilkey,67,vic
1879,4899,daniel coleman,59,wa
1880,2652,renai byers,48,vic
1881,3187,gabriel tippins,58,nsw
1882,3235,noah van de kamp,106,vic
1883,1175,alexandra margush,118,other
1884,1716,lauren cloudsdale,81,qld
1885,3617,darcy nguyen,43,other
1886,577,william ryan,69,nsw
1887,2423,channing hick,104,nsw
1888,3020,madison herbert,29,nsw
1889,503,carla kirasak,61,vic
1890,1095,tiarna croker,78,other
1891,4055,cameron dolejs,99,sa
1892,2413,indyana clarke,107,vic
1893,4826,jock loukes,102,sa
1894,845,arki mason,39,vic
1895,3052,lucas yoon,48,qld
1896,2860,zane white,47,vic
1897,1764,katelyn lodge,40,vic
1898,2934,zarlia boyle,101,nsw
1899,4742,noah flatman,45,vic
1900,690,edward dent,76,vic
1901,3306,green,48,other
1902,3875,lucas zimmermann,90,wa
1903,4361,matthew ryan,73,nsw
1904,4962,ruby acciairresa,99,nsw
1905,50,emerson reid,42,other
1906,2131,kaitlyn van schie,124,nsw
1907,2448,gabrielle siemers,110,vic
1908,1803,robbie carmody,85,qld
1909,3353,jack coleman,68,sa
1910,4840,imogen pun,84,nsw
1911,190,alias,59,sa
1912,1600,joshua mortlock,106,nsw
1913,1282,teteris,86,nsw
1914,1919,noah bishop,111,qld
1915,91,jacob clarke,106,other
1916,3920,jacqueline pride,76,nsw
1917,2182,zachary ebert,98,nsw
1918,328,ronan zatorski,37,qld
1919,1717,jade binns,77,nsw
1920,872,joel wanders,112,qld
1921,3034,emiily robnik,57,nsw
1922,3725,james hyland,37,nsw
1923,704,michael goldsworthy,70,vic
1924,279,lachlan laing,64,nsw
1925,4291,john homann,78,nsw
1926,3835,jade bartel,81,vic
1927,2459,ned donaldson,107,vic
1928,1827,heath monteleone,46,qld
1929,1609,oscar hartland,80,nsw
1930,2985,coby braine,75,nsw
1931,822,zachary goode,34,nsw
1932,3544,jessica belchel,54,sa
1933,2505,caleb bristow,52,other
1934,4596,jai browne,121,wa
1935,2435,bella grierson,93,vic
1936,3856,claudia damianos,46,nsw
1937,2757,georgia asher,76,nsw
1938,2725,dillon lowe,28,nsw
1939,2099,caitlin milburn,71,qld
1940,93,charlotte bristow,89,nsw
1941,2199,emiily allard,48,nsw
1942,2432,isaiah warde,115,vic
1943,483,eva leppard,87,nsw
1944,1693,cooper nguyen,54,qld
1945,2900,annika boyle,76,qld
1946,2327,andrew hauser,97,vic
1947,1846,hana gianakis,29,qld
1948,703,noah staude,48,wa
1949,4428,philip hyland,117,vic
1950,3309,cooper clarke,77,other
1951,800,erin matthews,89,nsw
1952,768,jasper kuiters,96,qld
1953,450,harrison stanley,37,qld
1954,2969,emiily conaghty,110,wa
1955,3149,bethany jolly,55,wa
1956,1885,archie dokas,84,nsw
1957,1487,alex plumb,78,nsw
1958,3183,jack akkermans,111,wa
1959,1852,kaitlyn nurse,90,other
1960,4577,ellie coleman,30,vic
1961,2676,jack carbone,84,wa
1962,1163,mia burford,120,vic
1963,1167,sara-louise chandler,119,nsw
1964,532,cade bishop,41,vic
1965,499,james reece,51,qld
1966,4593,georgia rundle,86,nsw
1967,1451,jade stanley,76,nsw
1968,889,jordan lock,117,vic
1969,928,samantha barmore,60,vic
1970,2276,samuel neville,65,wa
1971,4977,marcus marris,57,vic
1972,4043,connor hope,105,vic
1973,1409,tylah kempe,52,sa
1974,32,caleb spurden,66,sa
1975,2796,brooklyn ryan,104,nsw
1976,632,colquhoun,62,qld
1977,4150,joshua golden,30,sa
1978,442,william matthews,26,nsw
1979,4114,mia pascoe,116,sa
1980,3739,jacob,87,nsw
1981,3112,samara joel,124,qld
1982,584,renee renfrey,55,wa
1983,909,ella chudzinski,92,qld
1984,204,jed boulter,77,nsw
1985,1073,jack stanbury,86,qld
1986,1939,oakleigh rundle,38,nsw
1987,114,alana green,121,wa
1988,4932,ruby ayres,103,vic
1989,448,scott lodge,59,vic
1990,4642,judah simmonds,30,vic
1991,3434,alex clarke,40,nsw
1992,1581,nathan dunstone,124,nsw
1993,3781,nathan nguyen,28,qld
1994,1570,matthew ryan,73,sa
1995,2790,carla gasparin,73,nsw
1996,1685,tahlia inglese,68,wa
1997,2406,samantha white,93,other
1998,496,alicia heron,76,qld
1999,4927,daniel glass,107,other
2000,720,lucas coleman,25,vic
2001,49,madison bradshaw,75,other
2002,4239,bianca cuming,33,nsw
2003,3189,ongkiko,50,qld
2004,4974,joshua grimsley,85,qld
2005,88,sebastian ryan,116,nsw
2006,2390,jacob white,48,nsw
2007,419,james mcclelland,97,nsw
2008,2641,andrew ryan,73,other
2009,2829,timothy de angelis,33,sa
2010,4736,julia jolly,42,nsw
2011,4973,jesse sarnyai,89,qld
2012,2286,lachlan ryan,117,qld
2013,10,lachlan reid,74,nsw
2014,941,william zilm,81,other
2015,3153,pearson weidenhofer,59,nsw
2016,4536,ruben weaver,51,vic
2017,4782,charles sarny,27,qld
2018,1874,connor webb,74,wa
2019,1179,stephanie george,55,qld
2020,1843,ethan hipkiss,74,qld
2021,138,reuben sette,36,nsw
2022,2401,fergus sherin,29,nsw
2023,2723,bertie white,63,nsw
2024,732,renee chandler,88,wa
2025,2229,casey chittleborough,69,other
2026,1871,thomas webb,25,vic
2027,4576,liam nitsolas,84,vic
2028,1296,joshua george,99,nsw
2029,1022,bridget knopf,77,qld
2030,2289,alessandra thorpe,116,qld
2031,4728,ebony penno,115,qld
2032,429,matisse kromwyk,105,nsw
2033,4330,jye marlow,113,nsw
2034,1602,sophie blackwell,74,nsw
2035,1053,jade quast,48,vic
2036,2275,alissa leong,86,vic
2037,4653,james taslidza,54,vic
2038,3649,alexandra agett,106,nsw
2039,1721,madison van tuil,113,qld
2040,1166,jacinta lomman,118,qld
2041,1474,samuel satterley,62,wa
2042,4512,bailey meaney,36,qld
2043,428,bailey stanley,123,nsw
2044,3204,colpo,96,vic
2045,3727,hugo mccarthy,69,nsw
2046,2244,fergus sunderland,65,other
2047,1076,lia voulgaridis,28,nsw
2048,1571,alicia clarke,43,nsw
2049,3535,michael nguyen,111,nsw
2050,4533,lily berry,65,sa
2051,111,amy seetoh,108,qld
2052,4105,jake vigneswaran,54,nsw
2053,4393,rachel coffey,94,vic
2054,883,ethan wotton,98,qld
2055,1457,robert waller,76,vic
2056,2622,jaden jessup,121,qld
2057,1105,nicholas jenvey,32,nsw
2058,4795,michaela wasley,68,nsw
2059,2910,dakota brokenshire,38,wa
2060,1099,kate garden,122,nsw
2061,602,benjamin green,56,vic
2062,869,zarlia slape,42,wa
2063,4979,timothy webb,97,nsw
2064,4223,gabriel david,121,qld
2065,55,harrison herbert,76,nsw
2066,3373,alisa clarke,48,nsw
2067,885,harley coleman,57,wa
2068,1057,samara pringle,68,nsw
2069,157,lachlan coleman,118,other
2070,3786,nicholas cochrane,98,other
2071,2731,tegan galbraith,39,wa
2072,523,maslich,124,vic
2073,3413,amber durnin,72,vic
2074,1332,benjamin blake,76,nsw
2075,3774,noah clarke,70,nsw
2076,2279,elizabeth madigan,76,other
2077,4750,aliza white,58,other
2078,1991,fergus clarke,86,vic
2079,2770,clodagh campain,76,nsw
2080,3141,blaize matthews,80,other
2081,4437,harry beattie,41,nsw
2082,3418,riding,92,qld
2083,4683,stephanie heidrich,94,qld
2084,4487,madison blake,77,vic
2085,2144,isabella kelley,115,other
2086,2580,charlie white,105,sa
2087,384,michael richmond,76,sa
2088,2947,herbert,108,nsw
2089,4781,jacob waller,66,qld
2090,4989,rosie dixon,28,nsw
2091,3644,natassia mccarthy,48,nsw
2092,2972,imogen polmear,100,sa
2093,3861,charlie gaskin,65,vic
2094,2646,amy sommariva,32,other
2095,235,katelyn campbell,95,other
2096,3761,joshua ho,92,nsw
2097,4631,lachlan zawadzki,25,sa
2098,824,holly clarke,112,nsw
2099,4324,lauren nguyen,76,nsw
2100,4065,oliver,76,sa
2101,92,alana frahn,61,vic
2102,475,mitchell mousellis,76,nsw
2103,3722,emiily scheel,72,vic
2104,2933,harry bradshaw,28,qld
2105,2780,ryan,62,nsw
2106,2968,finn teague,59,qld
2107,3069,ashleigh droegemueller,94,nsw
2108,3317,amber von hoist,116,vic
2109,436,jackson lehane,85,wa
2110,2995,koben courtenay-ralph,32,nsw
2111,4124,brianna white,40,nsw
2112,2382,emma mccarter,76,nsw
2113,336,tess pembroke,35,vic
2114,4255,nathan webb,58,other
2115,1500,jade stronach,115,nsw
2116,4771,kayla kerkham,111,qld
2117,681,mikhayla dennes,96,qld
2118,3833,nicholas clarke,120,nsw
2119,2338,damien webb,80,qld
2120,3056,wil whiteley,80,wa
2121,4603,lilly sorn,80,sa
2122,46,april bellchambers,27,qld
2123,2231,madalyn noble,78,nsw
2124,3277,yasmin green,49,nsw
2125,4363,kenneth priest,109,nsw
2126,1687,jaiden ferris,67,vic
2127,1018,bianca cobbett,76,vic
2128,2849,nicholas mcveigh,90,qld
2129,2203,sophie noble,88,vic
2130,2825,pakita scarce,64,qld
2131,3466,benjamin donnolley,36,vic
2132,1067,april wehr,30,wa
2133,2060,jacob ditty,57,qld
2134,3580,hannah valentini,75,nsw
2135,4597,olivia trent,50,nsw
2136,3753,holly spratt,111,nsw
2137,3928,molly burford,106,qld
2138,2662,fullerton,62,nsw
2139,1092,jaykob ladyman,117,vic
2140,1820,liam cullens,33,qld
2141,3941,mattheo crouch,112,wa
2142,3703,holly harrington,106,vic
2143,4553,ryan lindholm,113,vic
2144,1363,campbell clarke,102,vic
2145,964,sean singleton,109,vic
2146,671,corey godfrey,36,wa
2147,4520,aliza lloydd-wright,44,qld
2148,1029,charlotte dixon,32,sa
2149,1793,della-verde,123,vic
2150,4735,patrick newbown,77,qld
2151,4251,cameron shepherd,55,nsw
2152,3937,caleb campbell,102,sa
2153,3819,michael white,68,vic
2154,3135,gianni campbell,33,vic
2155,2456,cassandra cappelluti,89,nsw
2156,4523,callum erett,69,other
2157,4969,victoria zimmermann,100,sa
2158,2943,tara,104,other
2159,3511,benjamin rau,120,vic
2160,1133,annabelle berry,81,wa
2161,1689,tess carosella,69,vic
2162,2905,destynii humphreys,43,nsw
2163,3448,makayla cochrane,29,nsw
2164,1970,jack robson,47,nsw
2165,4749,jackson campbell,76,qld
2166,1248,hayley wyeth,65,vic
2167,2333,sara hage,37,vic
2168,1906,nicholas green,39,qld
2169,4804,alessandra eyles,103,nsw
2170,4987,david lovelock,105,qld
2171,1657,jayden gazzola,68,qld
2172,3648,matilda ryan,84,nsw
2173,4729,jack waller,69,vic
2174,1465,kasey jolly,79,nsw
2175,4727,alicia dixon,38,vic
2176,1569,emiily matthews,101,nsw
2177,1499,emiily witthoeft,82,nsw
2178,2767,rosie green,84,nsw
2179,4847,harvey fassina,40,nsw
2180,1028,michael clarke,100,wa
2181,1646,charlotte maier,79,other
2182,879,samantha barre,60,wa
2183,576,james kempson,76,nsw
2184,354,lily wastell,52,sa
2185,1058,juliana wilde,86,wa
2186,2650,caitlin de boar,78,other
2187,2155,grace dolliver,120,qld
2188,3035,gianni peachey,79,sa
2189,177,aidan campbell,83,nsw
2190,1709,bella coleman,76,nsw
2191,3036,robert sheldon,124,vic
2192,56,jacob mcfadden,115,nsw
2193,4628,calvin white,68,wa
2194,621,jake blake,64,nsw
2195,3873,bryce crosswell,94,nsw
2196,1713,abby tsokas,95,nsw
2197,1525,lushia allchin,37,vic
2198,3332,lily chabrel,54,qld
2199,2868,michael george,89,nsw
2200,4343,jordan paterson,82,nsw
2201,3025,hannah sinoch,47,vic
2202,4801,adam cordingley,124,other
2203,556,giorgia ditty,107,vic
2204,3882,jacob siviour,108,qld
2205,3943,riley quilliam,122,nsw
2206,2519,jenna goode,32,nsw
2207,2945,katelyn cochrane,33,nsw
2208,3794,leah hilton,86,nsw
2209,852,annabella byers,61,nsw
2210,3077,jett mendrin,119,nsw
2211,2159,carullo,98,other
2212,4921,brooke waller,56,wa
2213,398,judah boyle,124,wa
2214,744,chevonne simmonds,82,qld
2215,786,courtney okulewicz,25,other
2216,1533,sophie elderton,92,nsw
2217,4287,keely szymczak,53,vic
2218,4820,madeline harrington,110,vic
2219,2092,genevieve bristow,35,nsw
2220,892,jack wieloch,74,nsw
2221,3853,brianna dixon,38,nsw
2222,212,irene morrison,59,vic
2223,4047,bradley offoin,106,other
2224,3858,mitchell forshaw,77,nsw
2225,2120,kylie stanley,76,sa
2226,5,josephine yu,93,wa
2227,993,jack fitzpatrick,120,vic
2228,1508,lia maynard,29,nsw
2229,4062,kylee shepherd,82,nsw
2230,2112,lachlan hage,86,nsw
2231,3504,ethan mccombe,122,wa
2232,1625,chloe campbell,103,sa
2233,3499,kydan burford,71,nsw
2234,4218,melissa monola,51,nsw
2235,4680,zac vincent,99,other
2236,404,connor petrillo,84,vic
2237,4689,gus stanley,86,vic
2238,95,mikayla webb,36,sa
2239,4674,chelsea brooker,26,qld
2240,94,james compton,90,nsw
2241,1364,jack fitzpatrick,105,other
2242,3890,arren white,50,nsw
2243,2273,chelsea tuckwell,85,vic
2244,3403,kyle butt,76,nsw
2245,3881,tayah zimmermann,43,vic
2246,1982,rachel elstob,67,sa
2247,2522,bianca thurlow,112,vic
2248,4558,jason mcmullen,96,qld
2249,1668,caleb weaver,94,vic
2250,1954,jessica blake,37,qld
2251,3452,brooke rees,61,qld
2252,4845,michael acciairresa,66,vic
2253,4581,tess sherriff,97,vic
2254,551,ridley blake,25,sa
2255,2922,jordan allegretto,86,nsw
2256,894,clarke,96,nsw
2257,1033,beau zeitzen-van der burg,74,nsw
2258,4779,matthew apted,70,vic
2259,4892,joel warneke,108,nsw
2260,748,campbell campbell,69,nsw
2261,2319,keeley gaskin,69,wa
2262,2094,hannah ferris,59,other
2263,759,coby mason,60,nsw
2264,1834,adam tiller,83,vic
2265,399,teagan white,103,nsw
2266,4685,kelsea worsley,25,qld
2267,2397,riley matthews,35,vic
2268,3990,makayla matthews,118,nsw
2269,4599,james,99,vic
2270,2667,daniel nykamp,63,nsw
2271,4834,quast,52,vic
2272,2612,joshua white,68,nsw
2273,162,portia weaver,68,vic
2274,4744,grace mcvicar,70,vic
2275,3915,jacob richmond,42,nsw
2276,3014,brandon wintulich,43,vic
2277,4891,charlotte donaldson,70,nsw
2278,1165,aleesha mahmud,76,nsw
2279,995,isabella westbrook,51,other
2280,3205,michael mainsbridge,113,wa
2281,2467,zali walpole,69,wa
2282,4003,andrew simmonds,111,other
2283,3799,alana lombardi,122,wa
2284,2415,chloe coleman,76,sa
2285,4476,imogen bellchambers,101,nsw
2286,1534,noah mason,35,nsw
2287,863,madison arganese,71,nsw
2288,125,ruby reid,76,sa
2289,3502,farrimond,118,qld
2290,4573,jamie death,70,nsw
2291,4737,sascha matthews,57,other
2292,980,samir teal,64,nsw
2293,2763,ruben reid,122,nsw
2294,4122,tess battisson,101,nsw
2295,2392,marianne adair,33,nsw
2296,1109,kaleb mccarthy,97,qld
2297,1292,jacinta lenzi,60,qld
2298,2136,silas painter,96,vic
2299,1658,leah averis,109,nsw
2300,3078,abbey matthews,39,qld
2301,4009,ruby parashar,34,sa
2302,4323,annalise ma,97,nsw
2303,666,thomas matthews,61,other
2304,3364,jessica maynard,77,nsw
2305,298,blake howie,99,vic
2306,3058,lachlan-john spears,29,qld
2307,940,zachary brain,112,vic
2308,4326,mikhaili appletree,118,vic
2309,3253,prideaux,54,other
2310,2513,jessica jolly,39,vic
2311,4815,connor kibby,50,nsw
2312,3148,christian littlely,124,wa
2313,4851,noah doman,76,vic
2314,1346,joel sommariva,56,wa
2315,4180,finn leslie,57,qld
2316,2260,adam adair,68,nsw
2317,659,anneliese skvaril,110,nsw
2318,1011,tara bishop,47,nsw
2319,2171,lachlan mcdermid,84,vic
2320,1449,jenna salas,75,qld
2321,414,benjamin liccioni,114,wa
2322,2398,caleb librandi,51,other
2323,3410,nicholas champion de crespign,101,qld
2324,4867,gabrielle tarquinio,59,vic
2325,1082,imogen green,47,other
2326,3032,maddison jiang,63,vic
2327,4410,destynii hope,103,nsw
2328,3626,sophie wynne,30,wa
2329,2255,benjamin green,43,nsw
2330,1264,emiily george,53,qld
2331,4651,dylan bullock,111,vic
2332,4406,caleb newberry,103,sa
2333,2982,jaimee hanna,37,nsw
2334,4414,joel campbell,62,vic
2335,2329,lachlan theodore,40,wa
2336,269,summer deleon,84,qld
2337,1372,brooke burford,76,nsw
2338,1519,pia maczkowiack,76,vic
2339,423,william corrie,63,nsw
2340,362,jessica ditty,74,nsw
2341,2863,matthew priest,38,qld
2342,1353,irene alderman,57,other
2343,4453,samuel peachey,71,vic
2344,920,benjamin clarke,123,nsw
2345,215,caleb roberts-yates,57,qld
2346,4339,lily reid,56,sa
2347,2,olivia trigwell,67,vic
2348,3991,eliza nadin,77,qld
2349,3226,harley matthews,42,qld
2350,2322,sophie morrison,82,vic
2351,3749,connor trimble,95,nsw
2352,3013,george mccarthy,89,vic
2353,859,macey lowe,116,other
2354,1628,clarke,88,nsw
2355,24,lauren mellick,68,qld
2356,3391,madelyn blizard,70,vic
2357,1945,hana dudley,65,nsw
2358,1636,layla donaldson,51,qld
2359,4336,chelsea shepherd,61,qld
2360,4655,isaiah drysdale,87,vic
2361,1638,garth echevarria,27,vic
2362,321,ruby rogan,119,vic
2363,4929,lachlan green,76,vic
2364,1593,jayden thorpe,96,wa
2365,1486,matisse felmingham,92,nsw
2366,1948,flynn painter,103,vic
2367,2093,nicole madigan,63,qld
2368,4953,christian goetze,73,nsw
2369,443,olivia matthews,101,qld
2370,4532,indiana thorpe,97,qld
2371,2137,schkirra ryan,72,vic
2372,4721,ethan steed,34,vic
2373,1056,chloe imgraben,72,qld
2374,1325,hayden ayres,27,sa
2375,749,sarah curth,111,vic
2376,3493,india meddings-blaskett,51,nsw
2377,4484,alexandra clarke,35,sa
2378,11,jake fawkner,76,vic
2379,3545,natalia langrehr,26,nsw
2380,1093,sarah bradshaw,90,vic
2381,3857,ambrosia samplton,84,sa
2382,2483,zachary white,76,vic
2383,3252,campbell,76,vic
2384,3117,georgia tunstall,91,sa
2385,4996,brayden pragt,68,nsw
2386,2794,april webb,118,vic
2387,2284,nicholas kaukov,117,qld
2388,3335,lily musolino,64,qld
2389,3985,nicole daykin,112,qld
2390,3964,brianna ryan,93,qld
2391,2304,daniel warusevitane,25,vic
2392,3737,archer brammy,105,vic
2393,1765,webb,107,vic
2394,3225,kyle careless,76,sa
2395,4359,clain green,104,nsw
2396,1313,layla chammen,69,nsw
2397,132,bryce clarke,42,other
2398,2604,christopher frew,92,other
2399,746,sophie dakin,48,sa
2400,915,emerson soulemezis,79,vic
2401,695,toby quill,86,vic
2402,1578,maddison goldsworthy,42,qld
2403,3457,james coleman,89,wa
